Phi,Theta,Gain
2.159999999999999787e+01,2.879999999999999716e+01,1.441706686735745180e+01
2.159999999999999787e+01,3.060000000000000853e+01,1.422084561695801597e+01
2.159999999999999787e+01,3.240000000000000568e+01,1.354716850028952813e+01
2.159999999999999787e+01,3.420000000000000284e+01,1.284425198235166476e+01
2.159999999999999787e+01,3.600000000000000000e+01,1.344177053448733083e+01
2.159999999999999787e+01,3.779999999999999716e+01,1.326408946369318897e+01
2.159999999999999787e+01,3.959999999999999432e+01,1.324937636111661199e+01
2.159999999999999787e+01,4.140000000000000568e+01,1.305367098267775638e+01
2.159999999999999787e+01,4.320000000000001705e+01,1.251025560927234537e+01
2.159999999999999787e+01,4.500000000000000000e+01,1.248730752567828794e+01
2.159999999999999787e+01,4.680000000000001137e+01,1.233859158058425542e+01
2.159999999999999787e+01,4.859999999999999432e+01,1.178357964013931891e+01
2.159999999999999787e+01,5.040000000000000568e+01,1.131916785133586068e+01
2.159999999999999787e+01,5.220000000000001705e+01,1.109976832683877390e+01
2.159999999999999787e+01,5.400000000000000000e+01,1.135700429957004332e+01
2.159999999999999787e+01,5.580000000000001137e+01,1.011948277744844482e+01
2.159999999999999787e+01,5.759999999999999432e+01,8.777096437066047585e+00
2.159999999999999787e+01,5.940000000000000568e+01,8.938190752655906124e+00
2.159999999999999787e+01,6.120000000000001705e+01,8.049716094379430587e+00
2.159999999999999787e+01,6.300000000000000000e+01,7.071338180989831024e+00
2.159999999999999787e+01,6.480000000000001137e+01,6.248912334548241354e+00
2.159999999999999787e+01,6.659999999999999432e+01,6.237452867972295145e+00
2.159999999999999787e+01,6.840000000000000568e+01,4.646309476900957414e+00
2.159999999999999787e+01,7.020000000000001705e+01,3.521788599129636488e+00
2.159999999999999787e+01,7.200000000000000000e+01,2.593759042804159254e+00
2.159999999999999787e+01,7.380000000000001137e+01,1.907326399610745904e+00
2.159999999999999787e+01,7.559999999999999432e+01,1.388637281095321141e+00
2.159999999999999787e+01,7.740000000000000568e+01,1.288045672281949550e+00
2.159999999999999787e+01,7.920000000000001705e+01,1.795982937874727403e+00
2.159999999999999787e+01,8.100000000000000000e+01,2.352841431296968544e+00
2.159999999999999787e+01,8.280000000000001137e+01,4.253909247792099890e+00
2.159999999999999787e+01,8.459999999999999432e+01,4.522233998192545457e+00
2.159999999999999787e+01,8.640000000000000568e+01,5.224337353612236612e+00
2.159999999999999787e+01,8.820000000000001705e+01,5.922376021436623006e+00
2.159999999999999787e+01,9.000000000000000000e+01,6.699999999999999289e+00
2.519999999999999574e+01,-9.000000000000000000e+01,6.250000000000000000e+00
2.519999999999999574e+01,-8.820000000000000284e+01,5.134601986128632056e+00
2.519999999999999574e+01,-8.640000000000000568e+01,3.287870117257761127e+00
2.519999999999999574e+01,-8.459999999999999432e+01,3.737779998665883952e+00
2.519999999999999574e+01,-8.279999999999999716e+01,3.751900700578739034e+00
2.519999999999999574e+01,-8.100000000000000000e+01,4.433776311095249056e+00
2.519999999999999574e+01,-7.920000000000000284e+01,4.968448053554912924e+00
2.519999999999999574e+01,-7.740000000000000568e+01,4.579820916551317289e+00
2.519999999999999574e+01,-7.559999999999999432e+01,4.271489969801550046e+00
2.519999999999999574e+01,-7.379999999999999716e+01,4.648575350549086771e+00
2.519999999999999574e+01,-7.200000000000000000e+01,5.192163173731175085e+00
2.519999999999999574e+01,-7.020000000000000284e+01,3.940615531541916017e+00
2.519999999999999574e+01,-6.840000000000000568e+01,2.678611949305975237e+00
2.519999999999999574e+01,-6.659999999999999432e+01,2.305439386847650596e+00
2.519999999999999574e+01,-6.479999999999999716e+01,2.277188558524651629e+00
2.519999999999999574e+01,-6.300000000000000000e+01,3.271009229457636724e+00
2.519999999999999574e+01,-6.120000000000000284e+01,4.222541666666670857e+00
2.519999999999999574e+01,-5.939999999999999858e+01,3.430864471491750667e+00
2.519999999999999574e+01,-5.760000000000000142e+01,4.094620212829918948e+00
2.519999999999999574e+01,-5.579999999999999716e+01,4.907926112202941837e+00
2.519999999999999574e+01,-5.400000000000000000e+01,4.812018075185079624e+00
2.519999999999999574e+01,-5.219999999999999574e+01,5.757814549276041305e+00
2.519999999999999574e+01,-5.039999999999999858e+01,5.618717624990982706e+00
2.519999999999999574e+01,-4.860000000000000142e+01,5.961399295968952572e+00
2.519999999999999574e+01,-4.679999999999999716e+01,6.296340089187960842e+00
2.519999999999999574e+01,-4.500000000000000000e+01,6.580542776743090627e+00
2.519999999999999574e+01,-4.319999999999999574e+01,7.059592100687817506e+00
2.519999999999999574e+01,-4.139999999999999858e+01,8.184166490893344914e+00
2.519999999999999574e+01,-3.960000000000000142e+01,9.740595497458247820e+00
2.519999999999999574e+01,-3.779999999999999716e+01,8.880003376603294640e+00
2.519999999999999574e+01,-3.600000000000000000e+01,9.205378420576876053e+00
2.519999999999999574e+01,-3.419999999999999574e+01,1.038969593185974283e+01
2.519999999999999574e+01,-3.239999999999999858e+01,1.061499656896382682e+01
2.519999999999999574e+01,-3.060000000000000142e+01,1.052608208077138841e+01
2.519999999999999574e+01,-2.879999999999999716e+01,1.036659639295826629e+01
2.519999999999999574e+01,-2.700000000000000000e+01,1.048578227617537983e+01
2.519999999999999574e+01,-2.520000000000000284e+01,1.068630530973451442e+01
2.519999999999999574e+01,-2.339999999999999147e+01,1.043678925617297182e+01
2.519999999999999574e+01,-2.159999999999999432e+01,1.009117125204299015e+01
2.519999999999999574e+01,-1.979999999999999716e+01,1.004694416292631587e+01
2.519999999999999574e+01,-1.800000000000000000e+01,1.015882756592490921e+01
2.519999999999999574e+01,-1.620000000000000284e+01,1.028746172013041260e+01
2.519999999999999574e+01,-1.439999999999999147e+01,1.048843399339934024e+01
2.519999999999999574e+01,-1.259999999999999432e+01,1.074456150354284745e+01
2.519999999999999574e+01,-1.079999999999999716e+01,1.096544409324377689e+01
2.519999999999999574e+01,-9.000000000000000000e+00,1.129354588288893524e+01
2.519999999999999574e+01,-7.200000000000002842e+00,1.167912701991338587e+01
2.519999999999999574e+01,-5.399999999999991473e+00,1.193189984400860304e+01
2.519999999999999574e+01,-3.599999999999994316e+00,1.220826609314743472e+01
2.519999999999999574e+01,-1.799999999999997158e+00,1.273359959319169477e+01
2.519999999999999574e+01,0.000000000000000000e+00,1.329526596076202694e+01
2.519999999999999574e+01,1.799999999999997158e+00,1.371140017182454507e+01
2.519999999999999574e+01,3.600000000000008527e+00,1.401202942511527993e+01
2.519999999999999574e+01,5.400000000000005684e+00,1.413293195456206774e+01
2.519999999999999574e+01,7.200000000000002842e+00,1.409491159940840888e+01
2.519999999999999574e+01,9.000000000000000000e+00,1.397718020516639470e+01
2.519999999999999574e+01,1.079999999999999716e+01,1.372497937903664678e+01
2.519999999999999574e+01,1.260000000000000853e+01,1.350126264957659394e+01
2.519999999999999574e+01,1.440000000000000568e+01,1.337926318411339821e+01
2.519999999999999574e+01,1.620000000000000284e+01,1.351271088560321232e+01
2.519999999999999574e+01,1.800000000000000000e+01,1.363044741429401441e+01
2.519999999999999574e+01,1.979999999999999716e+01,1.355812574269374693e+01
2.519999999999999574e+01,2.160000000000000853e+01,1.372110785901873165e+01
2.519999999999999574e+01,2.340000000000000568e+01,1.361999999999999211e+01
2.519999999999999574e+01,2.520000000000000284e+01,1.407598550024166428e+01
2.519999999999999574e+01,2.700000000000000000e+01,1.386549056085654996e+01
2.519999999999999574e+01,2.879999999999999716e+01,1.396891999808579143e+01
2.519999999999999574e+01,3.060000000000000853e+01,1.392762152388912433e+01
2.519999999999999574e+01,3.240000000000000568e+01,1.384122726500084966e+01
2.519999999999999574e+01,3.420000000000000284e+01,1.369717647808359118e+01
2.519999999999999574e+01,3.600000000000000000e+01,1.357189865055542377e+01
2.519999999999999574e+01,3.779999999999999716e+01,1.323990094541860962e+01
2.519999999999999574e+01,3.959999999999999432e+01,1.245374183330033091e+01
2.519999999999999574e+01,4.140000000000000568e+01,1.208951379397544379e+01
2.519999999999999574e+01,4.320000000000001705e+01,1.187658579395509051e+01
2.519999999999999574e+01,4.500000000000000000e+01,1.077298996207167114e+01
2.519999999999999574e+01,4.680000000000001137e+01,1.067664977645305591e+01
2.519999999999999574e+01,4.859999999999999432e+01,1.035846615523465886e+01
2.519999999999999574e+01,5.040000000000000568e+01,1.004285847880299443e+01
2.519999999999999574e+01,5.220000000000001705e+01,9.269070370169345097e+00
2.519999999999999574e+01,5.400000000000000000e+01,8.891342178636671534e+00
2.519999999999999574e+01,5.580000000000001137e+01,7.241329523143988922e+00
2.519999999999999574e+01,5.759999999999999432e+01,6.876937766786806350e+00
2.519999999999999574e+01,5.940000000000000568e+01,6.074456400420197077e+00
2.519999999999999574e+01,6.120000000000001705e+01,4.993356805419378652e+00
2.519999999999999574e+01,6.300000000000000000e+01,4.723159579398231500e+00
2.519999999999999574e+01,6.480000000000001137e+01,4.252812583568565508e+00
2.519999999999999574e+01,6.659999999999999432e+01,4.211568859712254032e+00
2.519999999999999574e+01,6.840000000000000568e+01,4.060386876725677219e+00
2.519999999999999574e+01,7.020000000000001705e+01,3.843260824877960502e+00
2.519999999999999574e+01,7.200000000000000000e+01,4.506596667427520408e+00
2.519999999999999574e+01,7.380000000000001137e+01,2.546466658524667803e+00
2.519999999999999574e+01,7.559999999999999432e+01,3.255145789372706489e+00
2.519999999999999574e+01,7.740000000000000568e+01,4.985853425330903477e+00
2.519999999999999574e+01,7.920000000000001705e+01,5.090208253404960637e+00
2.519999999999999574e+01,8.100000000000000000e+01,6.689747648254402712e+00
2.519999999999999574e+01,8.280000000000001137e+01,5.781016260162598286e+00
2.519999999999999574e+01,8.459999999999999432e+01,6.603461440965745055e+00
2.519999999999999574e+01,8.640000000000000568e+01,7.495157717714076462e+00
2.519999999999999574e+01,8.820000000000001705e+01,7.396757053576845209e+00
2.519999999999999574e+01,9.000000000000000000e+01,7.375000000000000000e+00
2.879999999999999716e+01,-9.000000000000000000e+01,6.000000000000002665e+00
2.879999999999999716e+01,-8.820000000000000284e+01,3.897417244640602352e+00
2.879999999999999716e+01,-8.640000000000000568e+01,3.718174501951381217e+00
2.879999999999999716e+01,-8.459999999999999432e+01,3.746818489793565909e+00
2.879999999999999716e+01,-8.279999999999999716e+01,2.791705756929633520e+00
2.879999999999999716e+01,-8.100000000000000000e+01,4.174768610116840861e+00
2.879999999999999716e+01,-7.920000000000000284e+01,2.380415685529817083e+00
2.879999999999999716e+01,-7.740000000000000568e+01,2.261257150695284768e+00
2.879999999999999716e+01,-7.559999999999999432e+01,2.487111245832072548e+00
2.879999999999999716e+01,-7.379999999999999716e+01,3.626140179190344703e+00
2.879999999999999716e+01,-7.200000000000000000e+01,4.458240035139056090e+00
2.879999999999999716e+01,-7.020000000000000284e+01,5.043926160651142077e+00
2.879999999999999716e+01,-6.840000000000000568e+01,5.454846051923351702e+00
2.879999999999999716e+01,-6.659999999999999432e+01,6.275487393630276856e+00
2.879999999999999716e+01,-6.479999999999999716e+01,7.528931267567937624e+00
2.879999999999999716e+01,-6.300000000000000000e+01,8.558192894574128573e+00
2.879999999999999716e+01,-6.120000000000000284e+01,9.333352028042066095e+00
2.879999999999999716e+01,-5.939999999999999858e+01,9.240030984164171457e+00
2.879999999999999716e+01,-5.760000000000000142e+01,1.123045179347956690e+01
2.879999999999999716e+01,-5.579999999999999716e+01,1.046978060746935135e+01
2.879999999999999716e+01,-5.400000000000000000e+01,9.498755124487548329e+00
2.879999999999999716e+01,-5.219999999999999574e+01,9.047954681704069912e+00
2.879999999999999716e+01,-5.039999999999999858e+01,7.813669686985172724e+00
2.879999999999999716e+01,-4.860000000000000142e+01,7.388795696024749837e+00
2.879999999999999716e+01,-4.679999999999999716e+01,7.278997504335687374e+00
2.879999999999999716e+01,-4.500000000000000000e+01,6.920395813263605866e+00
2.879999999999999716e+01,-4.319999999999999574e+01,7.684056225156250086e+00
2.879999999999999716e+01,-4.139999999999999858e+01,8.577312684274884802e+00
2.879999999999999716e+01,-3.960000000000000142e+01,9.338519105127696562e+00
2.879999999999999716e+01,-3.779999999999999716e+01,1.099995408055476531e+01
2.879999999999999716e+01,-3.600000000000000000e+01,1.161727163837100107e+01
2.879999999999999716e+01,-3.419999999999999574e+01,1.190821564903769314e+01
2.879999999999999716e+01,-3.239999999999999858e+01,1.225337167601388266e+01
2.879999999999999716e+01,-3.060000000000000142e+01,1.169059148479125021e+01
2.879999999999999716e+01,-2.879999999999999716e+01,1.161852886864458867e+01
2.879999999999999716e+01,-2.700000000000000000e+01,1.141143306399502144e+01
2.879999999999999716e+01,-2.520000000000000284e+01,1.103026125710773009e+01
2.879999999999999716e+01,-2.339999999999999147e+01,1.072883079157588782e+01
2.879999999999999716e+01,-2.159999999999999432e+01,1.024114642662572550e+01
2.879999999999999716e+01,-1.979999999999999716e+01,9.757226417559841991e+00
2.879999999999999716e+01,-1.800000000000000000e+01,9.408053724537841944e+00
2.879999999999999716e+01,-1.620000000000000284e+01,9.729318624441589236e+00
2.879999999999999716e+01,-1.439999999999999147e+01,1.045607478204394525e+01
2.879999999999999716e+01,-1.259999999999999432e+01,1.102670223058440868e+01
2.879999999999999716e+01,-1.079999999999999716e+01,1.124771490750816128e+01
2.879999999999999716e+01,-9.000000000000000000e+00,1.146304460289706206e+01
2.879999999999999716e+01,-7.200000000000002842e+00,1.171350160574688104e+01
2.879999999999999716e+01,-5.399999999999991473e+00,1.190150117473451452e+01
2.879999999999999716e+01,-3.599999999999994316e+00,1.225529516463957336e+01
2.879999999999999716e+01,-1.799999999999997158e+00,1.272584344497348141e+01
2.879999999999999716e+01,0.000000000000000000e+00,1.328628223920330242e+01
2.879999999999999716e+01,1.799999999999997158e+00,1.344651693424236072e+01
2.879999999999999716e+01,3.600000000000008527e+00,1.371323477922582512e+01
2.879999999999999716e+01,5.400000000000005684e+00,1.426756833943626290e+01
2.879999999999999716e+01,7.200000000000002842e+00,1.439337254653875320e+01
2.879999999999999716e+01,9.000000000000000000e+00,1.434449199375138306e+01
2.879999999999999716e+01,1.079999999999999716e+01,1.411369232506034876e+01
2.879999999999999716e+01,1.260000000000000853e+01,1.398929537971469372e+01
2.879999999999999716e+01,1.440000000000000568e+01,1.395543736783337785e+01
2.879999999999999716e+01,1.620000000000000284e+01,1.369033021143924067e+01
2.879999999999999716e+01,1.800000000000000000e+01,1.374888624888625266e+01
2.879999999999999716e+01,1.979999999999999716e+01,1.418966567176649995e+01
2.879999999999999716e+01,2.160000000000000853e+01,1.368067332583740736e+01
2.879999999999999716e+01,2.340000000000000568e+01,1.354126843071915154e+01
2.879999999999999716e+01,2.520000000000000284e+01,1.350620874219446854e+01
2.879999999999999716e+01,2.700000000000000000e+01,1.384274156472375239e+01
2.879999999999999716e+01,2.879999999999999716e+01,1.438090440255237290e+01
2.879999999999999716e+01,3.060000000000000853e+01,1.414485512754941077e+01
2.879999999999999716e+01,3.240000000000000568e+01,1.388570932252460999e+01
2.879999999999999716e+01,3.420000000000000284e+01,1.357709303940020362e+01
2.879999999999999716e+01,3.600000000000000000e+01,1.334050724462981385e+01
2.879999999999999716e+01,3.779999999999999716e+01,1.273804580604470793e+01
2.879999999999999716e+01,3.959999999999999432e+01,1.218902448032077679e+01
2.879999999999999716e+01,4.140000000000000568e+01,1.259623382312428319e+01
2.879999999999999716e+01,4.320000000000001705e+01,1.257491205248219934e+01
2.879999999999999716e+01,4.500000000000000000e+01,1.095889715911214601e+01
2.879999999999999716e+01,4.680000000000001137e+01,1.038170505533952159e+01
2.879999999999999716e+01,4.859999999999999432e+01,9.951625137193031989e+00
2.879999999999999716e+01,5.040000000000000568e+01,9.677124785633548498e+00
2.879999999999999716e+01,5.220000000000001705e+01,9.339805464159940840e+00
2.879999999999999716e+01,5.400000000000000000e+01,9.085444016832713743e+00
2.879999999999999716e+01,5.580000000000001137e+01,8.835664168044679911e+00
2.879999999999999716e+01,5.759999999999999432e+01,8.098577048747092277e+00
2.879999999999999716e+01,5.940000000000000568e+01,7.242150192704539968e+00
2.879999999999999716e+01,6.120000000000001705e+01,6.042898729831795990e+00
2.879999999999999716e+01,6.300000000000000000e+01,5.137689476752663964e+00
2.879999999999999716e+01,6.480000000000001137e+01,4.085823861497920539e+00
2.879999999999999716e+01,6.659999999999999432e+01,2.496567223267475377e+00
2.879999999999999716e+01,6.840000000000000568e+01,3.041203801478354674e+00
2.879999999999999716e+01,7.020000000000001705e+01,1.471806325342942090e+00
2.879999999999999716e+01,7.200000000000000000e+01,1.377978892419435608e+00
2.879999999999999716e+01,7.380000000000001137e+01,2.470472211178008415e+00
2.879999999999999716e+01,7.559999999999999432e+01,2.479844154443472615e+00
2.879999999999999716e+01,7.740000000000000568e+01,3.830017549930788689e+00
2.879999999999999716e+01,7.920000000000001705e+01,5.160564535748078718e+00
2.879999999999999716e+01,8.100000000000000000e+01,5.838960403498926865e+00
2.879999999999999716e+01,8.280000000000001137e+01,6.560536040609129316e+00
2.879999999999999716e+01,8.459999999999999432e+01,8.015691967363485659e+00
2.879999999999999716e+01,8.640000000000000568e+01,8.761533003083792792e+00
2.879999999999999716e+01,8.820000000000001705e+01,9.368399805622415144e+00
2.879999999999999716e+01,9.000000000000000000e+01,1.024999999999999822e+01
3.239999999999999858e+01,-9.000000000000000000e+01,5.250000000000000000e+00
3.239999999999999858e+01,-8.820000000000000284e+01,4.507499999999998508e+00
3.239999999999999858e+01,-8.640000000000000568e+01,2.907500000000008633e+00
3.239999999999999858e+01,-8.459999999999999432e+01,3.238750000000001350e+00
3.239999999999999858e+01,-8.279999999999999716e+01,2.529999999999996252e+00
3.239999999999999858e+01,-8.100000000000000000e+01,3.093749999999999556e+00
3.239999999999999858e+01,-7.920000000000000284e+01,2.537500000000000089e+00
3.239999999999999858e+01,-7.740000000000000568e+01,2.383750000000000924e+00
3.239999999999999858e+01,-7.559999999999999432e+01,2.259999999999998899e+00
3.239999999999999858e+01,-7.379999999999999716e+01,3.842499999999994920e+00
3.239999999999999858e+01,-7.200000000000000000e+01,4.900000000000003908e+00
3.239999999999999858e+01,-7.020000000000000284e+01,5.889999999999998792e+00
3.239999999999999858e+01,-6.840000000000000568e+01,6.660000000000000142e+00
3.239999999999999858e+01,-6.659999999999999432e+01,7.620000000000001883e+00
3.239999999999999858e+01,-6.479999999999999716e+01,7.965000000000000746e+00
3.239999999999999858e+01,-6.300000000000000000e+01,8.637499999999997513e+00
3.239999999999999858e+01,-6.120000000000000284e+01,8.960000000000000853e+00
3.239999999999999858e+01,-5.939999999999999858e+01,9.207500000000001350e+00
3.239999999999999858e+01,-5.760000000000000142e+01,9.454999999999998295e+00
3.239999999999999858e+01,-5.579999999999999716e+01,8.993750000000000355e+00
3.239999999999999858e+01,-5.400000000000000000e+01,9.174999999999998934e+00
3.239999999999999858e+01,-5.219999999999999574e+01,9.447499999999999787e+00
3.239999999999999858e+01,-5.039999999999999858e+01,8.524999999999998579e+00
3.239999999999999858e+01,-4.860000000000000142e+01,8.923749999999996518e+00
3.239999999999999858e+01,-4.679999999999999716e+01,9.979999999999998650e+00
3.239999999999999858e+01,-4.500000000000000000e+01,1.062499999999999645e+01
3.239999999999999858e+01,-4.319999999999999574e+01,1.130500000000000149e+01
3.239999999999999858e+01,-4.139999999999999858e+01,1.204750000000000121e+01
3.239999999999999858e+01,-3.960000000000000142e+01,1.242999999999999972e+01
3.239999999999999858e+01,-3.779999999999999716e+01,1.250000000000000000e+01
3.239999999999999858e+01,-3.600000000000000000e+01,1.197499999999999787e+01
3.239999999999999858e+01,-3.419999999999999574e+01,1.261250000000000071e+01
3.239999999999999858e+01,-3.239999999999999858e+01,1.266000000000000192e+01
3.239999999999999858e+01,-3.060000000000000142e+01,1.258375000000000021e+01
3.239999999999999858e+01,-2.879999999999999716e+01,1.270750000000000135e+01
3.239999999999999858e+01,-2.700000000000000000e+01,1.193750000000000000e+01
3.239999999999999858e+01,-2.520000000000000284e+01,1.101999999999999957e+01
3.239999999999999858e+01,-2.339999999999999147e+01,1.106500000000000128e+01
3.239999999999999858e+01,-2.159999999999999432e+01,1.062999999999999901e+01
3.239999999999999858e+01,-1.979999999999999716e+01,9.487499999999995381e+00
3.239999999999999858e+01,-1.800000000000000000e+01,8.925000000000000711e+00
3.239999999999999858e+01,-1.620000000000000284e+01,9.391249999999997655e+00
3.239999999999999858e+01,-1.439999999999999147e+01,1.018500000000000227e+01
3.239999999999999858e+01,-1.259999999999999432e+01,1.085624999999999929e+01
3.239999999999999858e+01,-1.079999999999999716e+01,1.140499999999999936e+01
3.239999999999999858e+01,-9.000000000000000000e+00,1.210625000000000284e+01
3.239999999999999858e+01,-7.200000000000002842e+00,1.216250000000000142e+01
3.239999999999999858e+01,-5.399999999999991473e+00,1.167624999999999780e+01
3.239999999999999858e+01,-3.599999999999994316e+00,1.202000000000000313e+01
3.239999999999999858e+01,-1.799999999999997158e+00,1.211749999999999972e+01
3.239999999999999858e+01,0.000000000000000000e+00,1.212499999999999645e+01
3.239999999999999858e+01,1.799999999999997158e+00,1.262249999999999872e+01
3.239999999999999858e+01,3.600000000000008527e+00,1.275000000000000000e+01
3.239999999999999858e+01,5.400000000000005684e+00,1.316124999999999368e+01
3.239999999999999858e+01,7.200000000000002842e+00,1.379750000000000121e+01
3.239999999999999858e+01,9.000000000000000000e+00,1.411249999999999716e+01
3.239999999999999858e+01,1.079999999999999716e+01,1.419500000000000028e+01
3.239999999999999858e+01,1.260000000000000853e+01,1.417875000000000085e+01
3.239999999999999858e+01,1.440000000000000568e+01,1.388250000000000739e+01
3.239999999999999858e+01,1.620000000000000284e+01,1.373375000000000590e+01
3.239999999999999858e+01,1.800000000000000000e+01,1.379999999999999716e+01
3.239999999999999858e+01,1.979999999999999716e+01,1.366124999999999545e+01
3.239999999999999858e+01,2.160000000000000853e+01,1.402500000000000568e+01
3.239999999999999858e+01,2.340000000000000568e+01,1.334249999999999758e+01
3.239999999999999858e+01,2.520000000000000284e+01,1.336499999999999844e+01
3.239999999999999858e+01,2.700000000000000000e+01,1.308125000000000071e+01
3.239999999999999858e+01,2.879999999999999716e+01,1.333999999999999986e+01
3.239999999999999858e+01,3.060000000000000853e+01,1.424750000000000227e+01
3.239999999999999858e+01,3.240000000000000568e+01,1.419000000000000838e+01
3.239999999999999858e+01,3.420000000000000284e+01,1.276750000000000185e+01
3.239999999999999858e+01,3.600000000000000000e+01,1.209999999999999787e+01
3.239999999999999858e+01,3.779999999999999716e+01,1.160499999999999687e+01
3.239999999999999858e+01,3.959999999999999432e+01,1.103999999999999382e+01
3.239999999999999858e+01,4.140000000000000568e+01,1.063500000000000156e+01
3.239999999999999858e+01,4.320000000000001705e+01,1.083750000000000036e+01
3.239999999999999858e+01,4.500000000000000000e+01,1.034375000000000178e+01
3.239999999999999858e+01,4.680000000000001137e+01,1.025000000000000000e+01
3.239999999999999858e+01,4.859999999999999432e+01,1.036500000000000021e+01
3.239999999999999858e+01,5.040000000000000568e+01,1.041999999999999282e+01
3.239999999999999858e+01,5.220000000000001705e+01,9.013749999999991047e+00
3.239999999999999858e+01,5.400000000000000000e+01,8.199999999999999289e+00
3.239999999999999858e+01,5.580000000000001137e+01,8.333750000000001990e+00
3.239999999999999858e+01,5.759999999999999432e+01,7.512500000000006395e+00
3.239999999999999858e+01,5.940000000000000568e+01,6.745000000000008100e+00
3.239999999999999858e+01,6.120000000000001705e+01,5.579999999999999183e+00
3.239999999999999858e+01,6.300000000000000000e+01,5.587499999999985256e+00
3.239999999999999858e+01,6.480000000000001137e+01,3.005000000000005667e+00
3.239999999999999858e+01,6.659999999999999432e+01,1.467500000000002913e+00
3.239999999999999858e+01,6.840000000000000568e+01,9.799999999999988720e-01
3.239999999999999858e+01,7.020000000000001705e+01,-1.027500000000000524e+00
3.239999999999999858e+01,7.200000000000000000e+01,-1.249999999999999556e+00
3.239999999999999858e+01,7.380000000000001137e+01,-1.114999999999995328e+00
3.239999999999999858e+01,7.559999999999999432e+01,4.099999999999816569e-01
3.239999999999999858e+01,7.740000000000000568e+01,2.267500000000001403e+00
3.239999999999999858e+01,7.920000000000001705e+01,2.634999999999999343e+00
3.239999999999999858e+01,8.100000000000000000e+01,4.893749999999982947e+00
3.239999999999999858e+01,8.280000000000001137e+01,7.530000000000015348e+00
3.239999999999999858e+01,8.459999999999999432e+01,5.369999999999985896e+00
3.239999999999999858e+01,8.640000000000000568e+01,9.250000000000000000e+00
3.239999999999999858e+01,8.820000000000001705e+01,9.257499999999998508e+00
3.239999999999999858e+01,9.000000000000000000e+01,1.000000000000000000e+01
